                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    306,                 1.2153,                0.67939,                0.85272,                0.28579,                 0.2804,                0.26724,                0.15848,                  1.752,                 2.3123,                  1.036,             9.0696e-05,             9.0696e-05,             9.0696e-05
                    307,                 1.2376,                0.69677,                0.84737,                0.23337,                 0.3067,                0.26275,                0.14903,                 1.7657,                 2.3546,                 1.0419,             8.9781e-05,             8.9781e-05,             8.9781e-05
                    308,                 1.2171,                0.68641,                0.85521,                0.31839,                0.24996,                0.26185,                0.15476,                 1.7788,                 2.3647,                 1.0373,             8.8865e-05,             8.8865e-05,             8.8865e-05
                    309,                 1.2219,                0.69199,                0.84802,                0.28041,                0.26846,                 0.2501,                0.14012,                 1.8179,                 2.3766,                 1.0473,             8.7949e-05,             8.7949e-05,             8.7949e-05
                    310,                 1.2204,                 0.6852,                0.84703,                0.32925,                 0.2416,                0.25124,                0.14936,                 1.8073,                 2.4072,                 1.0435,             8.7033e-05,             8.7033e-05,             8.7033e-05
                    311,                 1.1932,                0.67476,                0.84842,                0.27966,                0.28159,                0.25579,                 0.1509,                 1.7872,                 2.3645,                 1.0354,             8.6117e-05,             8.6117e-05,             8.6117e-05
                    312,                 1.2275,                0.69835,                0.84905,                0.32307,                0.23632,                0.26272,                0.15366,                 1.7985,                 2.2961,                 1.0391,             8.5202e-05,             8.5202e-05,             8.5202e-05
                    313,                  1.214,                0.68732,                0.84849,                0.33715,                0.25253,                0.27351,                  0.157,                 1.7668,                  2.259,                 1.0331,             8.4286e-05,             8.4286e-05,             8.4286e-05
                    314,                 1.2371,                0.68694,                0.84923,                0.35491,                0.23537,                0.26496,                0.15595,                 1.7675,                 2.3163,                 1.0332,              8.337e-05,              8.337e-05,              8.337e-05
                    315,                 1.2332,                0.69658,                0.84737,                0.30732,                0.25444,                0.25729,                0.15308,                 1.7629,                 2.3613,                 1.0344,             8.2454e-05,             8.2454e-05,             8.2454e-05
                    316,                 1.2078,                0.68185,                0.85031,                0.34756,                 0.2283,                0.25597,                0.15084,                 1.7807,                 2.3222,                 1.0403,             8.1539e-05,             8.1539e-05,             8.1539e-05
                    317,                 1.2037,                0.67908,                0.84851,                0.31166,                0.25508,                0.25938,                0.15011,                 1.7678,                 2.2818,                 1.0361,             8.0623e-05,             8.0623e-05,             8.0623e-05
                    318,                 1.2121,                0.68622,                0.84365,                0.25749,                0.28398,                0.25969,                0.15085,                 1.7716,                 2.2762,                 1.0377,             7.9707e-05,             7.9707e-05,             7.9707e-05
                    319,                 1.2066,                0.68739,                0.84901,                0.25819,                0.27318,                0.25965,                0.15545,                 1.7648,                 2.3024,                 1.0364,             7.8791e-05,             7.8791e-05,             7.8791e-05
                    320,                 1.1948,                0.67607,                0.84592,                 0.3377,                0.23969,                0.26367,                0.15688,                 1.7551,                  2.319,                 1.0375,             7.7876e-05,             7.7876e-05,             7.7876e-05
                    321,                 1.2506,                0.70931,                0.84902,                 0.2778,                0.26198,                0.26122,                0.15533,                 1.7738,                 2.3211,                 1.0385,              7.696e-05,              7.696e-05,              7.696e-05
                    322,                 1.1956,                0.67136,                0.85048,                0.27427,                 0.2737,                0.25674,                0.15174,                 1.7943,                 2.3279,                 1.0412,             7.6044e-05,             7.6044e-05,             7.6044e-05
                    323,                 1.2149,                0.69133,                0.84447,                0.25871,                0.28893,                0.26139,                0.15563,                 1.7884,                 2.3219,                 1.0413,             7.5128e-05,             7.5128e-05,             7.5128e-05
                    324,                 1.2628,                0.70975,                0.84824,                0.26726,                0.29671,                0.26284,                0.15716,                 1.7824,                  2.318,                 1.0406,             7.4213e-05,             7.4213e-05,             7.4213e-05
                    325,                 1.1937,                 0.6768,                0.84866,                0.27089,                 0.2799,                0.25459,                0.15213,                  1.791,                 2.3242,                 1.0407,             7.3297e-05,             7.3297e-05,             7.3297e-05
                    326,                 1.2003,                0.67381,                0.84599,                0.27513,                0.27456,                0.25113,                0.14818,                 1.7998,                 2.3222,                  1.042,             7.2381e-05,             7.2381e-05,             7.2381e-05
                    327,                 1.1951,                0.68067,                0.84665,                0.35727,                0.26806,                0.24876,                 0.1479,                 1.7872,                 2.3377,                 1.0392,             7.1466e-05,             7.1466e-05,             7.1466e-05
                    328,                 1.1762,                0.67208,                0.84305,                 0.3068,                0.26197,                0.25224,                0.14953,                 1.7777,                 2.3557,                 1.0424,              7.055e-05,              7.055e-05,              7.055e-05
                    329,                  1.244,                0.68985,                0.84718,                0.28317,                0.26985,                0.25464,                0.15114,                 1.7747,                 2.3012,                 1.0422,             6.9634e-05,             6.9634e-05,             6.9634e-05
                    330,                 1.2153,                0.68949,                0.84545,                0.28765,                0.28997,                0.26557,                0.15605,                 1.7693,                 2.2805,                 1.0376,             6.8718e-05,             6.8718e-05,             6.8718e-05
